Date/Time,WALL_S:Surface Outside Face Sunlit Area [m2](Hourly),WALL_S:Surface Outside Face Sunlit Fraction [](Hourly),WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_N:Surface Outside Face Sunlit Area [m2](Hourly),WALL_N:Surface Outside Face Sunlit Fraction [](Hourly),WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_W:Surface Outside Face Sunlit Area [m2](Hourly),WALL_W:Surface Outside Face Sunlit Fraction [](Hourly),WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_E:Surface Outside Face Sunlit Area [m2](Hourly),WALL_E:Surface Outside Face Sunlit Fraction [](Hourly),WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_E1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_E1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_E1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_E1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_E1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_E1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_E1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_W1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_W1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_W1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),WINDOW_W1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),WINDOW_W1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Air System Sensible Heating Energy [J](Hourly),ZONE1:Zone Air System Sensible Cooling Energy [J](Hourly) 
 05/12  11:00:00,21.6,1.0,477.96160142984186,0.0,0.0,149.95965423084389,0.0,0.0,149.95965423084386,10.2,0.9999999999999997,461.8686244556591,48.0,1.0,917.006845473051,6.0,1.0,461.86862445565915,1478.7333238826546,737.0602622926307,741.673061590024,5323439.965977557,2653416.9442534705,2670023.0217240864,0.0,0.0,149.95965423084389,579.1443681068915,0.0,579.1443681068915,2084919.725184809,0.0,2084919.725184809,26.999999999990835,0.0,6277459.743498272 
 05/12  12:00:00,21.6,1.0,489.3839022242837,0.0,0.0,146.97148403842619,2.55,0.24999999999999993,151.0452130493019,7.6499999999999999,0.7499999999999998,221.8971985635123,48.0,1.0,907.652968438938,4.5,0.75,221.89719856351236,672.9195332756028,62.33238342033782,610.587149855265,2422510.31979217,224396.58031321615,2198113.739478954,1.5,0.25,151.04521304930197,570.2740061462835,0.2666850722746262,570.0073210740088,2052986.4221266206,960.0662601886543,2052026.3558664318,26.999999999999998,0.0,4188569.884008448 
 05/12  13:00:00,21.6,1.0,464.74693583864538,0.0,0.0,142.81531761554843,10.2,0.9999999999999997,295.8867186663432,0.0,0.0,142.8153176155484,48.0,1.0,865.5245416938777,0.0,0.0,142.81531761554843,551.5529313579182,0.0,551.5529313579182,1985590.5528885055,0.0,1985590.5528885055,6.0,1.0,295.88671866634328,850.2765022791134,208.28680386312454,641.989698415989,3060995.408204809,749832.4939072484,2311162.91429756,27.0,0.0,3083729.1434187267 
 05/12  14:00:00,21.6,1.0,402.5094898366726,0.0,0.0,137.11337150833894,10.2,0.9999999999999997,483.59193604599946,0.0,0.0,137.1133715083389,48.0,1.0,781.543842754053,0.0,0.0,137.11337150833894,529.5320085158583,0.0,529.5320085158583,1906315.23065709,0.0,1906315.23065709,6.0,1.0,483.5919360459996,1697.957564166118,967.0033788773956,730.9541852887223,6112647.230998024,3481212.163958624,2631435.067039401,27.000000000000005,0.0,3511564.549110687 
 05/12  15:00:00,21.6,1.0,304.52003353661589,0.0,0.0,124.53642130487543,10.2,0.9999999999999997,613.5543258982815,0.0,0.0,124.5364213048754,48.0,1.0,651.4290550840095,0.0,0.0,124.53642130487543,480.9598114428769,0.0,480.9598114428769,1731455.3211943568,0.0,1731455.3211943568,6.0,1.0,613.5543258982817,2458.336241079447,1658.3257180983792,800.0105229810677,8850010.467886009,5969972.585154166,2880037.8827318435,27.0,0.0,4778073.710004168 
 05/12  16:00:00,21.6,1.0,184.83831158828429,0.0,0.0,111.83932962329469,10.2,0.9999999999999997,627.857452157551,0.0,0.0,111.83932962329468,48.0,1.0,475.486594968311,0.0,0.0,111.83932962329469,431.92362783442015,0.0,431.92362783442015,1554925.0602039127,0.0,1554925.0602039127,6.0,1.0,627.8574521575513,2626.600110464106,1785.2144737682325,841.3856366958734,9455760.39767078,6426772.105565636,3028988.292105144,27.0,0.0,5573287.430349395 
 05/12  17:00:00,5.4,0.25,92.8258588663312,16.200000000000004,0.75,104.9877282240404,10.2,0.9999999999999997,496.53835191112366,0.0,0.0,89.78989342288114,48.0,1.0,297.08271720992937,0.0,0.0,89.78989342288117,346.76867825215319,0.0,346.76867825215319,1248367.2417077514,0.0,1248367.2417077514,6.0,1.0,496.53835191112389,2097.7021850966054,1382.8934923501109,714.8086927464942,7551727.8663477799,4978416.572460399,2573311.293887379,27.0,0.0,4905486.9428564 
 05/12  18:00:00,0.0,0.0,62.68297948277483,21.6,1.0,99.32260565919859,10.2,0.9999999999999997,255.72309167967584,0.0,0.0,62.68297948277481,48.0,1.0,149.0918388229262,0.0,0.0,62.68297948277483,242.08174345164719,0.0,242.08174345164719,871494.2764259299,0.0,871494.2764259299,6.0,1.0,255.72309167967593,1058.371506539701,525.0189224649561,533.3525840747448,3810137.423542923,1890068.1208738422,1920069.3026690814,27.000000000000008,0.0,2562323.5198184025 
 05/12  19:00:00,0.0,0.0,16.84133674036472,16.200000000000004,0.75,33.451005345117099,7.6499999999999999,0.7499999999999998,65.62767697391469,0.0,0.0,16.841336740364715,36.0,0.75,34.97669070946641,0.0,0.0,16.84133674036472,65.0412630957359,0.0,65.0412630957359,234148.54714464924,0.0,234148.54714464924,4.5,0.75,65.6276769739147,266.1339663588835,94.12926538104996,172.00470097783356,958082.2788919805,338865.3553717799,619216.9235202008,26.76285574493238,0.0,234190.8790083672 
 05/12  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.824794741729499,0.0,0.0 
 05/12  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72466035548115,0.0,0.0 
 05/12  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.663347839904334,82666.97207867928,0.0 
 05/12  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000014482546,1255034.3569342117,0.0 
 05/12  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000000000001,2453207.5877651094,0.0 
 05/13  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3255619.636937976,0.0 
 05/13  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3743505.407565397,0.0 
 05/13  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4040718.6381897304,0.0 
 05/13  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4156454.161156144,0.0 
 05/13  05:00:00,0.0,0.0,2.3093441578856157,5.4,0.25,3.7485938106238474,0.0,0.0,2.309344157885615,2.55,0.24999999999999993,5.7454318979888419,12.0,0.25,4.645980949943427,1.5,0.25,5.745431897988844,22.667706929288089,3.5948229691749686,19.07288396011312,81603.74494543711,12941.362689029886,68662.38225640723,0.0,0.0,2.3093441578856157,8.918689963109552,0.0,8.918689963109552,32107.283867194386,0.0,32107.283867194386,20.0,4114073.2267069339,0.0 
 05/13  06:00:00,0.0,0.0,29.20001015193246,21.6,1.0,41.853757623671608,0.0,0.0,29.20001015193245,10.2,0.9999999999999997,76.62367377392757,48.0,1.0,61.24673147357668,6.0,1.0,76.62367377392759,311.90829172270267,118.32604619137109,193.58224553133159,1122869.8502017298,425973.7662889359,696896.0839127938,0.0,0.0,29.20001015193246,112.7704749313663,0.0,112.7704749313663,405973.7097529187,0.0,405973.7097529187,20.0,3537496.9984304716,0.0 
 05/13  07:00:00,0.0,0.0,83.1976045953639,21.6,1.0,113.94186331056183,0.0,0.0,83.19760459536389,10.2,0.9999999999999997,330.88477478128416,48.0,1.0,214.08298535633498,6.0,1.0,330.8847747812843,1374.1315067566198,720.9725027399983,653.1590040166216,4946873.424323832,2595501.0098639938,2351372.4144598378,0.0,0.0,83.1976045953639,321.3092507349794,0.0,321.3092507349794,1156713.302645926,0.0,1156713.302645926,20.0,1468019.6573893673,0.0 
 05/13  08:00:00,16.200000000000004,0.75,143.95116618386175,5.4,0.25,127.6732281627454,0.0,0.0,123.56984016047089,10.2,0.9999999999999997,651.9272747466769,48.0,1.0,440.8551574485266,6.0,1.0,651.9272747466772,2741.846970331788,1784.9373979736525,956.9095723581354,9870649.093194437,6425774.632705149,3444874.4604892877,0.0,0.0,123.5698401604709,477.22687388062789,0.0,477.22687388062789,1718016.74597026,0.0,1718016.74597026,21.36912549064446,0.0,0.0 
 05/13  09:00:00,21.6,1.0,272.6152529642497,0.0,0.0,147.99759288973466,0.0,0.0,147.99759288973463,10.2,0.9999999999999997,739.4550140462397,48.0,1.0,646.6304682926865,6.0,1.0,739.45501404624,3055.534934686096,2018.187421969601,1037.3475127164953,10999925.764869947,7265474.719090564,3734451.045779383,0.0,0.0,147.99759288973466,571.5668848070536,0.0,571.5668848070536,2057640.785305393,0.0,2057640.785305393,25.24688276998837,0.0,36595.06458726801 
 05/13  10:00:00,21.6,1.0,318.0684469259944,0.0,0.0,162.18774800002184,0.0,0.0,162.1877480000218,10.2,0.9999999999999997,494.421600689559,48.0,1.0,622.4946083139491,6.0,1.0,494.42160068955919,1918.4609243852775,907.3682634586895,1011.0926609265879,6906459.327786998,3266525.748451282,3639933.5793357167,0.0,0.0,162.18774800002184,626.3692812038555,0.0,626.3692812038555,2254929.41233388,0.0,2254929.41233388,26.99290738227157,0.0,1638326.1920023279 
 05/13  11:00:00,21.6,1.0,279.7653856902198,0.0,0.0,182.99277837099215,0.0,0.0,182.9927783709921,10.2,0.9999999999999997,282.2098556436828,48.0,1.0,506.97672623496779,6.0,1.0,282.2098556436829,1041.6187971341547,139.97991732625349,901.6388798079012,3749827.6696829569,503927.70237451259,3245899.967308444,0.0,0.0,182.99277837099215,706.7183339503508,0.0,706.7183339503508,2544186.002221263,0.0,2544186.002221263,26.99999998951697,0.0,2044164.373908943 
 05/13  12:00:00,21.6,1.0,223.45197608393449,0.0,0.0,170.8095529460451,2.55,0.24999999999999993,171.52530025510257,7.6499999999999999,0.7499999999999998,182.1095072956964,48.0,1.0,404.78654644058067,4.5,0.75,182.10950729569647,690.9989358508703,4.4800205922913769,686.5189152585789,2487596.169063133,16128.074132248956,2471468.094930884,1.5,0.25,171.5253002551026,661.3074797238193,0.023053152687075815,661.2844265711322,2380706.927005749,82.99134967347293,2380623.935656076,26.99999999999985,0.0,1383025.675121263 
 05/13  13:00:00,21.6,1.0,268.8209395255368,0.0,0.0,184.6089427196226,10.2,0.9999999999999997,228.74741259439197,0.0,0.0,184.60894271962256,48.0,1.0,484.2359850012441,0.0,0.0,184.6089427196226,712.9599626420497,0.0,712.9599626420497,2566655.865511379,0.0,2566655.865511379,6.0,1.0,228.74741259439203,839.3286052589369,35.71779862693894,803.610806631998,3021582.978932173,128584.07505698018,2892998.9038751928,27.0,0.0,1253910.957670875 
 05/13  14:00:00,21.6,1.0,294.47836621273737,0.0,0.0,175.34559805314985,10.2,0.9999999999999997,338.36699079516026,0.0,0.0,175.3455980531498,48.0,1.0,545.622794317237,0.0,0.0,175.34559805314985,677.1849142069402,0.0,677.1849142069402,2437865.691144985,0.0,2437865.691144985,6.0,1.0,338.36699079516037,1257.9418851667325,329.4621366934633,928.479748473269,4528590.786600237,1186063.6920964679,3342527.0945037684,27.0,0.0,1889265.7032169286 
 05/13  15:00:00,21.6,1.0,260.0456766520872,0.0,0.0,143.68234076429759,10.2,0.9999999999999997,460.9366021092531,0.0,0.0,143.68234076429753,48.0,1.0,519.1694140732283,0.0,0.0,143.68234076429759,554.9013758191425,0.0,554.9013758191425,1997644.9529489126,0.0,1997644.9529489126,6.0,1.0,460.9366021092533,1825.7312613272866,877.6620852480121,948.0691760792746,6572632.540778232,3159583.5068928438,3413049.033885388,27.0,0.0,3071187.601920577 
 05/13  16:00:00,21.6,1.0,168.1278585444822,0.0,0.0,137.0720016202379,10.2,0.9999999999999997,353.4637992721247,0.0,0.0,137.07200162023788,48.0,1.0,362.39129329179198,0.0,0.0,137.0720016202379,529.3722379573984,0.0,529.3722379573984,1905740.0566466342,0.0,1905740.0566466342,6.0,1.0,353.4637992721248,1424.1882740559507,531.0048687106485,893.1834053453024,5127077.786601423,1911617.5273583346,3215460.259243089,27.0,0.0,3290624.5367636445 
 05/13  17:00:00,5.4,0.25,93.89488448812718,16.200000000000004,0.75,97.05606313930638,10.2,0.9999999999999997,195.1641278398348,0.0,0.0,93.18880008438316,48.0,1.0,209.19194457294143,0.0,0.0,93.1888000843832,359.89525993724899,0.0,359.89525993724899,1295622.9357740964,0.0,1295622.9357740964,6.0,1.0,195.1641278398349,784.1894897470183,234.7807416458047,549.4087481012136,2823082.163089266,845210.669924897,1977871.4931643692,27.000000000000005,0.0,2099307.005390898 
 05/13  18:00:00,0.0,0.0,45.12141235813167,21.6,1.0,48.89853039217696,10.2,0.9999999999999997,65.88220528001732,0.0,0.0,45.12141235813166,48.0,1.0,91.0815862100396,0.0,0.0,45.12141235813167,174.25894973066583,0.0,174.25894973066583,627332.2190303969,0.0,627332.2190303969,6.0,1.0,65.88220528001733,260.61758889605218,45.92151486408896,214.69607403196324,938223.3200257877,165317.45351072026,772905.8665150675,26.979266841014689,0.0,450013.18639871806 
 05/13  19:00:00,0.0,0.0,10.851719758778979,16.200000000000004,0.75,11.567287354639772,7.6499999999999999,0.7499999999999998,12.962730090794308,0.0,0.0,10.851719758778975,36.0,0.75,21.0720922830088,0.0,0.0,10.851719758778979,41.909354984885478,0.0,41.909354984885478,150873.67794558774,0.0,150873.67794558774,4.5,0.75,12.962730090794313,50.734600659698617,4.993478946946385,45.74112171275224,182644.56237491503,17976.524209006988,164668.03816590805,26.076042214285793,0.0,0.0 
 05/13  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3964526987609,0.0,0.0 
 05/13  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75741477813612,0.0,0.0 
 05/13  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.143338505748063,0.0,0.0 
 05/13  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.038868524184296,490604.4790202542,0.0 
 05/13  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000751404,1661961.5759296558,0.0 
 05/14  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2472892.802350927,0.0 
 05/14  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2957209.580525572,0.0 
 05/14  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3269724.7985981137,0.0 
 05/14  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3587585.737458657,0.0 
 05/14  05:00:00,0.0,0.0,4.0017956376390899,5.4,0.25,16.810416309284077,0.0,0.0,4.001795637639089,2.55,0.24999999999999993,34.30957523103164,12.0,0.25,8.599785595721203,1.5,0.25,34.309575231031647,139.60140209145266,53.326792757779987,86.27460933367267,502565.04752922957,191976.45392800796,310588.5936012216,0.0,0.0,4.0017956376390899,15.454939648538579,0.0,15.454939648538579,55637.78273473888,0.0,55637.78273473888,20.0,3808528.758610593,0.0 
 05/14  06:00:00,0.0,0.0,43.80730100754011,21.6,1.0,122.17082821762449,0.0,0.0,43.807301007540107,10.2,0.9999999999999997,312.9898638550367,48.0,1.0,108.93656394123848,6.0,1.0,312.9898638550368,1312.4972184290162,768.7560199081945,543.7411985208217,4724989.986344459,2767521.6716695,1957468.3146749582,0.0,0.0,43.80730100754011,169.18385008693839,0.0,169.18385008693839,609061.8603129782,0.0,609061.8603129782,20.0,2457500.165943196,0.0 
 05/14  07:00:00,0.0,0.0,98.82156415695514,21.6,1.0,190.09902797015526,0.0,0.0,98.82156415695512,10.2,0.9999999999999997,760.0335751687103,48.0,1.0,342.1442883878191,6.0,1.0,760.0335751687105,3250.75159091596,2360.1381511634929,890.6134397524677,11702705.727297457,8496497.344188573,3206208.3831088838,0.0,0.0,98.82156415695514,381.64900167689827,0.0,381.64900167689827,1373936.4060368336,0.0,1373936.4060368336,20.87893510060137,164815.22689563863,0.0 
 05/14  08:00:00,10.8,0.5,158.88317325810375,10.8,0.5,141.5148704749642,0.0,0.0,133.24988104154904,10.2,0.9999999999999997,932.0288273586135,48.0,1.0,575.6181933501162,6.0,1.0,932.028827358614,3972.7576369279297,2965.460153270304,1007.2974836576254,14301927.492940547,10675656.551773096,3626270.9411674516,0.0,0.0,133.2498810415491,514.6112036063483,0.0,514.6112036063483,1852600.332982854,0.0,1852600.332982854,25.375117441918154,0.0,294270.4116248689 
 05/14  09:00:00,21.6,1.0,304.4961497638559,0.0,0.0,150.4529684455392,0.0,0.0,150.45296844553918,10.2,0.9999999999999997,889.333592258399,48.0,1.0,769.0427821424993,6.0,1.0,889.3335922583993,3696.7159458294624,2677.962981131855,1018.7529646976075,13308177.404986065,9640666.732074678,3667510.672911387,0.0,0.0,150.4529684455392,581.0495482075876,0.0,581.0495482075876,2091778.3735473152,0.0,2091778.3735473152,26.999985004258869,0.0,5346344.905432613 
 05/14  10:00:00,21.6,1.0,429.47011873084656,0.0,0.0,162.7118432223862,0.0,0.0,162.71184322238617,10.2,0.9999999999999997,722.6957061476543,48.0,1.0,911.4125845016793,6.0,1.0,722.6957061476546,2789.434971832783,1873.1521878456268,916.2827839871569,10041965.89859802,6743347.876244256,3298618.0223537648,0.0,0.0,162.7118432223862,628.3933375938282,0.0,628.3933375938282,2262216.0153377817,0.0,2262216.0153377817,26.99999998713859,0.0,8295703.036106691 
 05/14  11:00:00,21.6,1.0,506.864549411066,0.0,0.0,160.6003507614661,0.0,0.0,160.60035076146608,10.2,0.9999999999999997,495.5969025116013,48.0,1.0,995.49727313243,6.0,1.0,495.5969025116014,1580.063218550985,790.054833862014,790.0083846889711,5688227.586783545,2844197.40190325,2844030.184880296,0.0,0.0,160.6003507614661,620.2387511264601,0.0,620.2387511264601,2232859.5040552567,0.0,2232859.5040552567,26.999999999977953,0.0,7748673.710887352 
 05/14  12:00:00,21.6,1.0,526.4403557019523,0.0,0.0,155.68591298275696,2.55,0.24999999999999993,160.23664375504684,7.6499999999999999,0.7499999999999998,238.44100895848869,48.0,1.0,1021.4545432362492,4.5,0.75,238.44100895848875,708.3432776495267,71.02674717542202,637.3165304741046,2550035.7995382968,255696.28983151928,2294339.5097067768,1.5,0.25,160.23664375504684,603.183609548578,0.3219511210745533,602.8616584275035,2171460.994374881,1159.0240358683919,2170301.9703390125,26.999999999999976,0.0,5804599.766036482 
 05/14  13:00:00,21.6,1.0,504.71472886766,0.0,0.0,149.7586281556862,10.2,0.9999999999999997,322.65070280867999,0.0,0.0,149.7586281556862,48.0,1.0,991.1158210473052,0.0,0.0,149.7586281556862,578.3680051586882,0.0,578.3680051586882,2082124.8185712775,0.0,2082124.8185712775,6.0,1.0,322.6507028086801,888.8204062073526,254.93262083245078,633.8877853749017,3199753.462346469,917757.4349968227,2281996.027349646,27.0,0.0,4933485.362530824 
 05/14  14:00:00,21.6,1.0,440.7963031447648,0.0,0.0,140.3513785524559,10.2,0.9999999999999997,542.7776834669675,0.0,0.0,140.3513785524559,48.0,1.0,909.1021555014062,0.0,0.0,140.3513785524559,542.0371956817613,0.0,542.0371956817613,1951333.9044543405,0.0,1951333.9044543405,6.0,1.0,542.7776834669677,1880.427804961579,1226.4271914670447,654.0006134945345,6769540.097861685,4415137.88928136,2354402.208580324,27.0,0.0,6174376.8744531939 
 05/14  15:00:00,21.6,1.0,332.18570818362107,0.0,0.0,123.51861390833315,10.2,0.9999999999999997,711.2573483476053,0.0,0.0,123.51861390833312,48.0,1.0,774.3758978627201,0.0,0.0,123.51861390833315,477.0290380321993,0.0,477.0290380321993,1717304.5369159177,0.0,1717304.5369159177,6.0,1.0,711.2573483476056,2867.646594794074,2251.4795403108639,616.1670544832106,10323527.74125867,8105326.345119109,2218201.3961395586,27.0,0.0,8677664.2458689 
 05/14  16:00:00,21.6,1.0,188.09115947006064,0.0,0.0,98.33035549670633,10.2,0.9999999999999997,789.0740656946578,0.0,0.0,98.33035549670633,48.0,1.0,586.6384594944256,0.0,0.0,98.33035549670633,379.7519532300506,0.0,379.7519532300506,1367107.0316281822,0.0,1367107.0316281822,6.0,1.0,789.074065694658,3368.7739932999927,2843.992373263941,524.7816200360513,12127586.375879974,10238372.543750188,1889213.8321297845,27.0,0.0,10778590.576419438 
 05/14  17:00:00,5.4,0.25,77.07873808800429,16.200000000000004,0.75,106.53742707399117,10.2,0.9999999999999997,755.8133479299218,0.0,0.0,74.04453580579582,48.0,1.0,378.0383096541887,0.0,0.0,74.04453580579585,285.9600878713923,0.0,285.9600878713923,1029456.3163370125,0.0,1029456.3163370125,6.0,1.0,755.8133479299221,3279.154817176375,2766.67493700679,512.4798801695855,11804957.341834952,9960029.773224444,1844927.5686105078,27.0,0.0,11420865.831701596 
 05/14  18:00:00,0.0,0.0,51.10255159637926,21.6,1.0,148.98872011211945,10.2,0.9999999999999997,545.606481232202,0.0,0.0,51.10255159637924,48.0,1.0,182.1580664298912,0.0,0.0,51.10255159637926,197.3581167863722,0.0,197.3581167863722,710489.2204309399,0.0,710489.2204309399,6.0,1.0,545.6064812322021,2350.5354090035659,1807.5335487297678,543.0018602737976,8461927.472412836,6507120.7754271649,1954806.6969856714,27.0,0.0,10070463.027338665 
 05/14  19:00:00,0.0,0.0,22.573969073196154,21.6,1.0,78.01561169822658,10.2,0.9999999999999997,175.04428833206809,0.0,0.0,22.573969073196147,48.0,1.0,50.54801609177857,0.0,0.0,22.573969073196154,87.18069617869061,0.0,87.18069617869061,313850.5062432862,0.0,313850.5062432862,6.0,1.0,175.04428833206817,724.905208264807,363.9657026464202,360.9395056183869,2609658.7497533059,1310276.5295271127,1299382.2202261929,27.0,0.0,5938523.3413790189 
 05/14  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1865854.9149271185 
 05/14  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75798464335473,0.0,69108.99554436509 
