Date/Time,ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  11:00:00,83.91926025643756,357.2042066410488,793.7373053793676,83.91926025643756,387.31353899532987,793.7373053793676,3412.592706638612,2762.024208186727,650.5684984518852,12285333.743899,9943287.149472218,2342046.594426787,793.7373053793676,3412.592706638612,2762.024208186727,650.5684984518852,12285333.743899,9943287.149472218,2342046.594426787,23.261464255547926,0.0,177151.1823827204 
 01/01  12:00:00,85.35121578415792,184.04226536728127,951.8006129584787,85.35121578415792,477.27341316434549,951.8006129584787,4146.1918889649709,3622.9939448400148,523.1979441249555,14926290.800273894,13042778.201424053,1883512.59884984,951.8006129584787,4146.1918889649709,3622.9939448400148,523.1979441249555,14926290.800273894,13042778.201424053,1883512.59884984,26.9976378688674,0.0,8367930.926004498 
 01/01  13:00:00,70.6686357813885,70.6686357813885,926.3979173590676,204.65765628609533,456.3795957600951,926.3979173590676,4053.0334526055814,3670.853240112918,382.1802124926636,14590920.42938009,13215071.664406505,1375848.764973589,926.3979173590676,4053.0334526055814,3670.853240112918,382.1802124926636,14590920.42938009,13215071.664406505,1375848.764973589,26.999997524147209,0.0,16380318.61894153 
 01/01  14:00:00,49.90819747636143,49.90819747636143,831.1165547845192,391.23893443145007,378.6222976521789,831.1165547845192,3630.1881208661109,3385.81514356048,244.3729773056305,13068677.235117998,12188934.516817727,879742.7183002698,831.1165547845192,3630.1881208661109,3385.81514356048,244.3729773056305,13068677.235117998,12188934.516817727,879742.7183002698,26.99999997170935,0.0,18436192.7106268 
 01/01  15:00:00,27.82905689339292,27.82905689339292,643.0729778599909,489.2005116043913,246.3125574545871,643.0729778599909,2773.805101834825,2652.134583894543,121.67051794028207,9985698.366605372,9547684.502020356,438013.86458501548,643.0729778599909,2773.805101834825,2652.134583894543,121.67051794028207,9985698.366605372,9547684.502020356,438013.86458501548,26.99999999966434,0.0,16274045.985324413 
 01/01  16:00:00,12.540144485157799,12.540144485157799,390.81811274778456,433.6234424380048,103.15812776007532,390.81811274778456,1627.7534758690836,1563.7428784398454,64.01059742923825,5859912.513128702,5629474.362383444,230438.15074525769,390.81811274778456,1627.7534758690836,1563.7428784398454,64.01059742923825,5859912.513128702,5629474.362383444,230438.15074525769,26.999999999997557,0.0,11224964.103162859 
 01/01  17:00:00,4.365064676294259,4.365064676294259,58.40460647557919,84.55450249589438,10.185882741086554,58.40460647557919,228.7854516843134,168.41517677147037,60.37027491284303,823627.6260635281,606294.6363772933,217332.9896862349,58.40460647557919,228.7854516843134,168.41517677147037,60.37027491284303,823627.6260635281,606294.6363772933,217332.9896862349,26.999999999999994,0.0,3332197.5670252505 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.78410790558239,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8442558284537,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.364711929940304,371906.3272138927,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00000025098033,2375488.429880119,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000001238,3784867.3864100098,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999994,4730614.714736164,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.546104692698919,0.0,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07974216365135,0.0,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233573787317403,591901.7044420266,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000654348,2447659.3877983537,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,3717730.1327768045,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4575358.545133904,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5239365.385431467,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5725968.541215964,0.0 
 01/02  08:00:00,3.3726307274917048,3.829830057031921,3.6967097265164376,3.3726307274917048,6.608246470101442,3.6967097265164376,14.31753356509172,1.2924295692909349,13.025103995800786,51543.1208343302,4652.746449447366,46890.37438488283,3.6967097265164376,14.31753356509172,1.2924295692909349,13.025103995800786,51543.1208343302,4652.746449447366,46890.37438488283,20.010752294808407,18923860.567990215,0.0 
 01/02  09:00:00,14.785904403523654,16.92079151725587,16.80040770075611,14.785904403523654,29.08783526432979,16.80040770075611,65.5757643358827,8.472583439735188,57.10318089614751,236072.75160917769,30501.300383046677,205571.451226131,16.80040770075611,65.5757643358827,8.472583439735188,57.10318089614751,236072.75160917769,30501.300383046677,205571.451226131,20.0,13218248.250165863,0.0 
 01/02  10:00:00,25.435861081416264,27.57834168876662,28.480993463903159,25.435861081416264,49.94112909948026,28.480993463903159,111.48122279737132,13.247896181567495,98.23332661580382,401332.40207053677,47692.42625364298,353639.97581689376,28.480993463903159,111.48122279737132,13.247896181567495,98.23332661580382,401332.40207053677,47692.42625364298,353639.97581689376,20.0,10954189.83311079,0.0 
 01/02  11:00:00,33.41140331419004,34.753558686043607,36.79928720964243,33.41140331419004,65.31489918499227,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,20.0,9804078.396368642,0.0 
 01/02  12:00:00,37.556505001200509,37.968327883744979,41.09207633281337,37.556505001200509,73.24241099810065,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,20.0,9329354.856598178,0.0 
 01/02  13:00:00,36.95679200635735,36.95679200635735,40.4810170491341,37.503366661997898,72.10377341080339,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,19.999999999999998,9326793.673457038,0.0 
 01/02  14:00:00,31.751424147839715,31.751424147839715,35.106042407617369,33.2191481821407,62.14991580213761,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,20.0,9426832.486942154,0.0 
 01/02  15:00:00,22.991498656203679,22.991498656203679,25.892695240475847,25.162845795856314,45.21952162125167,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,20.0,9579966.92765806,0.0 
 01/02  16:00:00,11.90837822592866,11.90837822592866,13.669629741377113,13.874210787721602,23.474428876854608,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,20.0,9936755.562209689,0.0 
 01/02  17:00:00,1.5280669908331955,1.5280669908331955,1.8745601728074593,2.046755563473768,2.97198948942724,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,20.0,10522534.737071757,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,11025646.632052849,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11281501.030863043,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11419309.472471834,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11521557.528934205,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11636867.646632649,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11791562.089576444,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.748036108909158,605327.0128448738,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000320807717,4126706.50680835,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000003253,6239135.139664652,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7222763.737081649,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7780677.488395829,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8215582.485174513,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8583025.602580062,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8833116.685033732,0.0 
 01/03  08:00:00,9.586076850131973,24.74830926824619,20.292317857601835,9.586076850131973,18.877538392859046,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,19.992493607340014,22290938.826523398,0.0 
 01/03  09:00:00,40.11582076466563,86.5222742545869,82.53380387023391,40.11582076466563,82.26052208373814,82.53380387023391,324.46896164659,73.34641024450971,251.12255140208027,1168088.261927724,264047.076880235,904041.185047489,82.53380387023391,324.46896164659,73.34641024450971,251.12255140208027,1168088.261927724,264047.076880235,904041.185047489,20.0,15004105.306193743,0.0 
 01/03  10:00:00,54.75871108341754,67.39801910618189,72.35569243507894,54.75871108341754,110.08945032493704,72.35569243507894,283.30489593431437,34.93944322623882,248.36545270807549,1019897.6253635315,125781.99561445974,894115.6297490717,72.35569243507894,283.30489593431437,34.93944322623882,248.36545270807549,1019897.6253635315,125781.99561445974,894115.6297490717,19.999999999999998,12477548.020020044,0.0 
 01/03  11:00:00,71.55567526082106,136.61007760903636,272.26082958672319,71.55567526082106,196.67069949197259,272.26082958672319,1138.2048358855373,682.2136553498316,455.9911805357058,4097537.4091879345,2455969.159259394,1641568.2499285408,272.26082958672319,1138.2048358855373,682.2136553498316,455.9911805357058,4097537.4091879345,2455969.159259394,1641568.2499285408,20.0,10104169.9850409,0.0 
 01/03  12:00:00,82.55830872203642,175.0426958281629,890.6258185187188,82.55830872203642,450.83086234364199,890.6258185187188,3873.9558588619199,3349.2225915063415,524.7332673555782,13946241.09190291,12057201.32942283,1889039.7624800814,890.6258185187188,3873.9558588619199,3349.2225915063415,524.7332673555782,13946241.09190291,12057201.32942283,1889039.7624800814,20.67029093464879,1538187.12865708,0.0 
 01/03  13:00:00,73.88574847200649,73.88574847200649,829.9386822853122,184.86827179396654,416.4407640462932,829.9386822853122,3614.576383266828,3162.4166100111776,452.15977325565128,13012474.979760584,11384699.796040237,1627775.1837203447,829.9386822853122,3614.576383266828,3162.4166100111776,452.15977325565128,13012474.979760584,11384699.796040237,1627775.1837203447,25.43735896834921,0.0,110727.8170269126 
 01/03  14:00:00,72.55551730737793,72.55551730737793,562.9416234547352,283.93215373781296,282.88009593912809,562.9416234547352,2394.6195147815617,1775.407650632309,619.2118641492527,8620630.253213622,6391467.542276312,2229162.71093731,562.9416234547352,2394.6195147815617,1775.407650632309,619.2118641492527,8620630.253213622,6391467.542276312,2229162.71093731,26.999999928226445,0.0,999726.8809393311 
 01/03  15:00:00,51.34371771446463,51.34371771446463,481.11363731468267,375.7833415043359,202.93894178919045,481.11363731468267,2029.3360059434768,1575.892352878447,453.44365306503019,7305609.621396517,5673212.470362408,1632397.1510341089,481.11363731468267,2029.3360059434768,1575.892352878447,453.44365306503019,7305609.621396517,5673212.470362408,1632397.1510341089,26.999999999999937,0.0,560498.5468870094 
 01/03  16:00:00,17.683204751513825,17.683204751513825,356.07200040454878,394.6094592777861,99.28490947767325,356.07200040454878,1477.919855439144,1364.2601783452056,113.65967709393863,5320511.479580918,4911336.642042739,409174.8375381791,356.07200040454878,1477.919855439144,1364.2601783452056,113.65967709393863,5320511.479580918,4911336.642042739,409174.8375381791,26.424626352637107,0.0,2578.112579935443 
 01/03  17:00:00,4.675862374126925,4.675862374126925,49.86594755004798,71.28717852277313,10.414197879736877,49.86594755004798,195.38997307302567,136.96559944232394,58.42437363070172,703403.9030628924,493076.1579923662,210327.7450705262,49.86594755004798,195.38997307302567,136.96559944232394,58.42437363070172,703403.9030628924,493076.1579923662,210327.7450705262,22.208549754373963,193745.72832642753,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000076390909,4669015.137582613,0.0 
 01/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000004289,8605128.369060934,0.0 
 01/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10611175.417712838,0.0 
 01/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11593665.079939049,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12007251.633209767,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12241225.488203675,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.287067478982987,844273.3050233658,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000003521864123,5147309.774026573,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000067696,7619821.670958718,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000004,8836888.502415892,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9425528.520137096,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9741596.077401068,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9886352.29851809,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9978942.296691465,0.0 
 01/04  08:00:00,16.541575491151695,125.48369511035179,92.02165089104031,16.541575491151695,37.00789750996567,92.02165089104031,359.9790023404697,159.53740909709934,200.44159324337034,1295924.4084256909,574334.6727495577,721589.7356761333,92.02165089104031,359.9790023404697,159.53740909709934,200.44159324337034,1295924.4084256909,574334.6727495577,721589.7356761333,19.986265798189355,22925889.862950595,0.0 
 01/04  09:00:00,61.88265042735531,429.33766860404918,404.3317388382838,61.88265042735531,174.3975722637893,404.3317388382838,1648.2144970389373,1075.787161099464,572.4273359394736,5933572.189340174,3872833.7799580695,2060738.4093821045,404.3317388382838,1648.2144970389373,1075.787161099464,572.4273359394736,5933572.189340174,3872833.7799580695,2060738.4093821045,20.0,11217106.078099184,0.0 
 01/04  10:00:00,83.56372275046853,480.1885992532202,648.676594090629,83.56372275046853,307.24024393000186,648.676594090629,2735.1549311142709,2047.400655433305,687.7542756809664,9846557.752011378,7370642.359559897,2475915.3924514797,648.676594090629,2735.1549311142709,2047.400655433305,687.7542756809664,9846557.752011378,7370642.359559897,2475915.3924514797,20.0,3668852.0319950447,0.0 
 01/04  11:00:00,93.63521980408192,435.16633294611679,948.3679566107442,93.63521980408192,463.06207623399868,948.3679566107442,4088.880098548066,3409.700548056753,679.179550491313,14719968.354773038,12274921.97300431,2445046.3817687269,948.3679566107442,4088.880098548066,3409.700548056753,679.179550491313,14719968.354773038,12274921.97300431,2445046.3817687269,23.52679607570799,0.0,60796.39748870485 
 01/04  12:00:00,90.10639829332379,198.61439708833246,985.3457281486706,90.10639829332379,500.82791858631938,985.3457281486706,4293.141074537166,3765.0775005878865,528.0635739492797,15455307.868333798,13554279.00211639,1901028.8662174068,985.3457281486706,4293.141074537166,3765.0775005878865,528.0635739492797,15455307.868333798,13554279.00211639,1901028.8662174068,26.99890119303204,0.0,5983447.231438458 
 01/04  13:00:00,74.17652310713419,74.17652310713419,948.4090034121108,205.82794709647403,473.28712810226957,948.4090034121108,4146.788118376167,3743.3908407424867,403.39727763368088,14928437.226154205,13476207.026672952,1452230.1994812513,948.4090034121108,4146.788118376167,3743.3908407424867,403.39727763368088,14928437.226154205,13476207.026672952,1452230.1994812513,26.999999705914165,0.0,11634432.991100129 
 01/04  14:00:00,50.50840768335793,50.50840768335793,838.4742585330191,391.2815180423432,387.3220263914632,838.4742585330191,3662.0105962903187,3416.888663085802,245.12193320451625,13183238.146645148,12300799.18710889,882438.9595362586,838.4742585330191,3662.0105962903187,3416.888663085802,245.12193320451625,13183238.146645148,12300799.18710889,882438.9595362586,26.999999998673905,0.0,12846562.018729464 
